"","admin_name","ipum1991","upaz1991","parent","area91","A","admin_name.1","ipum2001","upaz2001","parent.1","area01","B","A_intersect_B","A_intersect_B_perimeter","A_union_B","metric_1","metric_2","metric_3","metric_4","metric_5","pair","ipum2011","upaz2011","area11"
"202...7625","katiadi","030048045","304845","030048",219514970.483441,219514970.483441,"bajitpur",NA,NA,"030048",NA,183661028.792305,0,0,403175999.275747,0,0,0,0,NA,"91_11","030048006","304806",183661028.792305
"204...7626","kuliar char","030048054","304854","030048",99648419.9368598,99648419.9368598,"bajitpur",NA,NA,"030048",NA,183661028.792305,0,0,283309448.729165,0,0,0,0,NA,"91_11","030048006","304806",183661028.792305
"206.1...7627","nikli","030048076","304876","030048",194511683.196001,194511683.196001,"bajitpur",NA,NA,"030048",NA,183661028.792305,0,0,378172711.988307,0,0,0,0,NA,"91_11","030048006","304806",183661028.792305
"48.7...7628","brahmanbaria sadar","020012013","201213","020012",502070471.742599,502070471.742599,"bhairab",NA,NA,"030048",NA,116445420.590228,1.01666707909183e-05,15369969.5833875,618515892.332817,1.01666707909183e-05,1.64372022076479e-14,8.73084638226767e-14,2.02494895898409e-14,6.6146329930977e-13,"91_11","030048011","304811",116445420.590228
"52.4...7629","sarail","020012094","201294","020012",237526626.445843,237526626.445843,"bhairab",NA,NA,"030048",NA,116445420.590228,2.78056715277398e-05,103028925.61724,353972047.036043,2.78056715277398e-05,7.85532975289104e-14,2.38787162146874e-13,1.17063387561224e-13,2.69882184650161e-13,"91_11","030048011","304811",116445420.590228
"197.4...7630","bajitpur","030048006","304806","030048",183661028.792305,183661028.792305,"bhairab",NA,NA,"030048",NA,116445420.590228,0,0,300106449.382533,0,0,0,0,NA,"91_11","030048011","304811",116445420.590228
"198.2...7631","bhairab","030048011","304811","030048",116445420.590228,116445420.590228,"bhairab",NA,NA,"030048",NA,116445420.590228,116445420.590228,3082779432.76741,116445420.590228,116445420.590228,0.999999999999992,0.999999999999996,0.999999999999996,0.0377728680010345,"91_11","030048011","304811",116445420.590228
"204.1...7632","kuliar char","030048054","304854","030048",99648419.9368598,99648419.9368598,"bhairab",NA,NA,"030048",NA,116445420.590228,0,0,216093840.527088,0,0,0,0,NA,"91_11","030048011","304811",116445420.590228
"279...7633","belabo","030068007","306807","030068",115069024.047816,115069024.047816,"bhairab",NA,NA,"030048",NA,116445420.590228,0,0,231514444.638044,0,0,0,0,NA,"91_11","030048011","304811",116445420.590228
"283.2...7634","roypura","030068064","306864","030068",324569421.892953,324569421.892953,"bhairab",NA,NA,"030048",NA,116445420.590228,0,0,441014842.483181,0,0,0,0,NA,"91_11","030048011","304811",116445420.590228
"199...7635","hossainpur","030048027","304827","030048",116358237.213787,116358237.213787,"hossainpur",NA,NA,"030048",NA,116358237.213787,116358237.213788,3775272849.61139,116358237.213787,116358237.213788,1.00000000000001,1,1,0.0308211464042302,"91_11","030048027","304827",116358237.213787
"203...7636","kishoreganj sadar","030048049","304849","030048",178059380.766579,178059380.766579,"hossainpur",NA,NA,"030048",NA,116358237.213787,0,0,294417617.980366,0,0,0,0,NA,"91_11","030048027","304827",116358237.213787
"207.1...7637","pakundia","030048079","304879","030048",173995164.596926,173995164.596926,"hossainpur",NA,NA,"030048",NA,116358237.213787,0,0,290353401.810713,0,0,0,0,NA,"91_11","030048027","304827",116358237.213787
"287.2...7638","gaffargaon","030061022","306122","030061",397231630.822892,397231630.822892,"hossainpur",NA,NA,"030048",NA,116358237.213787,0,0,513589868.036679,0,0,0,0,NA,"91_11","030048027","304827",116358237.213787
"293...7639","nandail","030061072","306172","030061",324086346.086006,324086346.086006,"hossainpur",NA,NA,"030048",NA,116358237.213787,0,0,440444583.299793,0,0,0,0,NA,"91_11","030048027","304827",116358237.213787
"142.2...7640","ajmiriganj","060036002","603602","060036",212019378.314701,212019378.314701,"itna",NA,NA,"030048",NA,379378393.208201,0,0,591397771.522902,0,0,0,0,NA,"91_11","030048033","304833",379378393.208201
"200.1...7641","itna","030048033","304833","030048",379378393.208201,379378393.208201,"itna",NA,NA,"030048",NA,379378393.208201,379378393.208204,14431268404.7982,379378393.208198,379378393.208204,1.00000000000001,1.00000000000001,1.00000000000001,0.0262886381547768,"91_11","030048033","304833",379378393.208201
"201...7642","karimganj","030048042","304842","030048",197467571.66786,197467571.66786,"itna",NA,NA,"030048",NA,379378393.208201,0,0,576845964.876061,0,0,0,0,NA,"91_11","030048033","304833",379378393.208201
"205.3...7643","mithamain","030048059","304859","030048",214617926.232478,214617926.232478,"itna",NA,NA,"030048",NA,379378393.208201,0,0,593996319.440679,0,0,0,0,NA,"91_11","030048033","304833",379378393.208201
"208...7644","tarail","030048092","304892","030048",139433812.441581,139433812.441581,"itna",NA,NA,"030048",NA,379378393.208201,0,0,518812205.649782,0,0,0,0,NA,"91_11","030048033","304833",379378393.208201
"313...7645","khaliajuri","030072038","307238","030072",287070081.97744,287070081.97744,"itna",NA,NA,"030048",NA,379378393.208201,0,0,666448475.185641,0,0,0,0,NA,"91_11","030048033","304833",379378393.208201
"314...7646","madan","030072056","307256","030072",236748006.62741,236748006.62741,"itna",NA,NA,"030048",NA,379378393.208201,0,0,616126399.835611,0,0,0,0,NA,"91_11","030048033","304833",379378393.208201
"415.2...7647","sulla","060090086","609086","060090",259900169.09406,259900169.09406,"itna",NA,NA,"030048",NA,379378393.208201,0,0,639278562.302261,0,0,0,0,NA,"91_11","030048033","304833",379378393.208201
"200.2...7648","itna","030048033","304833","030048",379378393.208201,379378393.208201,"karimganj",NA,NA,"030048",NA,197467571.66786,0,0,576845964.876061,0,0,0,0,NA,"91_11","030048042","304842",197467571.66786
"201.1...7649","karimganj","030048042","304842","030048",197467571.66786,197467571.66786,"karimganj",NA,NA,"030048",NA,197467571.66786,197467571.667861,6931357054.1621,197467571.667859,197467571.667861,1.00000000000001,1,1,0.0284890202776795,"91_11","030048042","304842",197467571.66786
"202.1...7650","katiadi","030048045","304845","030048",219514970.483441,219514970.483441,"karimganj",NA,NA,"030048",NA,197467571.66786,0,0,416982542.151302,0,0,0,0,NA,"91_11","030048042","304842",197467571.66786
"203.1...7651","kishoreganj sadar","030048049","304849","030048",178059380.766579,178059380.766579,"karimganj",NA,NA,"030048",NA,197467571.66786,0,0,375526952.434439,0,0,0,0,NA,"91_11","030048042","304842",197467571.66786
"205.4...7652","mithamain","030048059","304859","030048",214617926.232478,214617926.232478,"karimganj",NA,NA,"030048",NA,197467571.66786,0,0,412085497.900339,0,0,0,0,NA,"91_11","030048042","304842",197467571.66786
"206.2...7653","nikli","030048076","304876","030048",194511683.196001,194511683.196001,"karimganj",NA,NA,"030048",NA,197467571.66786,0,0,391979254.863861,0,0,0,0,NA,"91_11","030048042","304842",197467571.66786
"208.1...7654","tarail","030048092","304892","030048",139433812.441581,139433812.441581,"karimganj",NA,NA,"030048",NA,197467571.66786,0,0,336901384.109442,0,0,0,0,NA,"91_11","030048042","304842",197467571.66786
"197.5...7655","bajitpur","030048006","304806","030048",183661028.792305,183661028.792305,"katiadi",NA,NA,"030048",NA,219514970.483441,0,0,403175999.275747,0,0,0,0,NA,"91_11","030048045","304845",219514970.483441
"201.2...7656","karimganj","030048042","304842","030048",197467571.66786,197467571.66786,"katiadi",NA,NA,"030048",NA,219514970.483441,0,0,416982542.151302,0,0,0,0,NA,"91_11","030048045","304845",219514970.483441
"202.2...7657","katiadi","030048045","304845","030048",219514970.483441,219514970.483441,"katiadi",NA,NA,"030048",NA,219514970.483441,219514970.483442,7871262215.34413,219514970.483441,219514970.483442,1,1,1,0.0278881537011335,"91_11","030048045","304845",219514970.483441
"203.2...7658","kishoreganj sadar","030048049","304849","030048",178059380.766579,178059380.766579,"katiadi",NA,NA,"030048",NA,219514970.483441,0,0,397574351.250021,0,0,0,0,NA,"91_11","030048045","304845",219514970.483441
"204.2...7659","kuliar char","030048054","304854","030048",99648419.9368598,99648419.9368598,"katiadi",NA,NA,"030048",NA,219514970.483441,0,0,319163390.420301,0,0,0,0,NA,"91_11","030048045","304845",219514970.483441
"206.3...7660","nikli","030048076","304876","030048",194511683.196001,194511683.196001,"katiadi",NA,NA,"030048",NA,219514970.483441,0,0,414026653.679443,0,0,0,0,NA,"91_11","030048045","304845",219514970.483441
"207.2...7661","pakundia","030048079","304879","030048",173995164.596926,173995164.596926,"katiadi",NA,NA,"030048",NA,219514970.483441,0,0,393510135.080367,0,0,0,0,NA,"91_11","030048045","304845",219514970.483441
"279.1...7662","belabo","030068007","306807","030068",115069024.047816,115069024.047816,"katiadi",NA,NA,"030048",NA,219514970.483441,0,0,334583994.531257,0,0,0,0,NA,"91_11","030048045","304845",219514970.483441
"280.1...7663","manohardi","030068052","306852","030068",192547293.324427,192547293.324427,"katiadi",NA,NA,"030048",NA,219514970.483441,0,0,412062263.807868,0,0,0,0,NA,"91_11","030048045","304845",219514970.483441
"199.1...7664","hossainpur","030048027","304827","030048",116358237.213787,116358237.213787,"kishoreganj sadar",NA,NA,"030048",NA,178059380.766579,0,0,294417617.980366,0,0,0,0,NA,"91_11","030048049","304849",178059380.766579
"201.3...7665","karimganj","030048042","304842","030048",197467571.66786,197467571.66786,"kishoreganj sadar",NA,NA,"030048",NA,178059380.766579,0,0,375526952.434439,0,0,0,0,NA,"91_11","030048049","304849",178059380.766579
"202.3...7666","katiadi","030048045","304845","030048",219514970.483441,219514970.483441,"kishoreganj sadar",NA,NA,"030048",NA,178059380.766579,0,0,397574351.250021,0,0,0,0,NA,"91_11","030048049","304849",178059380.766579
"203.3...7667","kishoreganj sadar","030048049","304849","030048",178059380.766579,178059380.766579,"kishoreganj sadar",NA,NA,"030048",NA,178059380.766579,178059380.766578,7461557699.9308,178059380.76658,178059380.766578,0.999999999999993,0.999999999999996,0.999999999999996,0.0238635668217415,"91_11","030048049","304849",178059380.766579
"207.3...7668","pakundia","030048079","304879","030048",173995164.596926,173995164.596926,"kishoreganj sadar",NA,NA,"030048",NA,178059380.766579,0,0,352054545.363505,0,0,0,0,NA,"91_11","030048049","304849",178059380.766579
"208.2...7669","tarail","030048092","304892","030048",139433812.441581,139433812.441581,"kishoreganj sadar",NA,NA,"030048",NA,178059380.766579,0,0,317493193.20816,0,0,0,0,NA,"91_11","030048049","304849",178059380.766579
"293.1...7670","nandail","030061072","306172","030061",324086346.086006,324086346.086006,"kishoreganj sadar",NA,NA,"030048",NA,178059380.766579,0,0,502145726.852585,0,0,0,0,NA,"91_11","030048049","304849",178059380.766579
"197.6...7671","bajitpur","030048006","304806","030048",183661028.792305,183661028.792305,"kuliar char",NA,NA,"030048",NA,99648419.9368598,0,0,283309448.729165,0,0,0,0,NA,"91_11","030048054","304854",99648419.9368598
"198.3...7672","bhairab","030048011","304811","030048",116445420.590228,116445420.590228,"kuliar char",NA,NA,"030048",NA,99648419.9368598,0,0,216093840.527088,0,0,0,0,NA,"91_11","030048054","304854",99648419.9368598
"202.4...7673","katiadi","030048045","304845","030048",219514970.483441,219514970.483441,"kuliar char",NA,NA,"030048",NA,99648419.9368598,0,0,319163390.420301,0,0,0,0,NA,"91_11","030048054","304854",99648419.9368598
"204.3...7674","kuliar char","030048054","304854","030048",99648419.9368598,99648419.9368598,"kuliar char",NA,NA,"030048",NA,99648419.9368598,99648419.9368606,3482952592.38112,99648419.9368591,99648419.9368606,1.00000000000002,1.00000000000001,1.00000000000001,0.0286103291083661,"91_11","030048054","304854",99648419.9368598
"279.2...7675","belabo","030068007","306807","030068",115069024.047816,115069024.047816,"kuliar char",NA,NA,"030048",NA,99648419.9368598,0,0,214717443.984676,0,0,0,0,NA,"91_11","030048054","304854",99648419.9368598
"142.3...7676","ajmiriganj","060036002","603602","060036",212019378.314701,212019378.314701,"mithamain",NA,NA,"030048",NA,214617926.232478,0,0,426637304.547179,0,0,0,0,NA,"91_11","030048059","304859",214617926.232478
"144.6...7677","baniachong","060036011","603611","060036",487894230.272392,487894230.272392,"mithamain",NA,NA,"030048",NA,214617926.232478,0,0,702512156.50487,0,0,0,0,NA,"91_11","030048059","304859",214617926.232478
"196.5...7678","austagram","030048002","304802","030048",298053073.303508,298053073.303508,"mithamain",NA,NA,"030048",NA,214617926.232478,0,0,512670999.535986,0,0,0,0,NA,"91_11","030048059","304859",214617926.232478
"200.3...7679","itna","030048033","304833","030048",379378393.208201,379378393.208201,"mithamain",NA,NA,"030048",NA,214617926.232478,0,0,593996319.440679,0,0,0,0,NA,"91_11","030048059","304859",214617926.232478
"201.4...7680","karimganj","030048042","304842","030048",197467571.66786,197467571.66786,"mithamain",NA,NA,"030048",NA,214617926.232478,0,0,412085497.900339,0,0,0,0,NA,"91_11","030048059","304859",214617926.232478
"205.5...7681","mithamain","030048059","304859","030048",214617926.232478,214617926.232478,"mithamain",NA,NA,"030048",NA,214617926.232478,214617926.232477,8241433204.70679,214617926.232479,214617926.232477,0.999999999999992,0.999999999999996,0.999999999999996,0.0260413353966039,"91_11","030048059","304859",214617926.232478
"206.4...7682","nikli","030048076","304876","030048",194511683.196001,194511683.196001,"mithamain",NA,NA,"030048",NA,214617926.232478,0,0,409129609.42848,0,0,0,0,NA,"91_11","030048059","304859",214617926.232478
"196.6...7683","austagram","030048002","304802","030048",298053073.303508,298053073.303508,"nikli",NA,NA,"030048",NA,194511683.196001,0,0,492564756.499509,0,0,0,0,NA,"91_11","030048076","304876",194511683.196001
"197.7...7684","bajitpur","030048006","304806","030048",183661028.792305,183661028.792305,"nikli",NA,NA,"030048",NA,194511683.196001,0,0,378172711.988307,0,0,0,0,NA,"91_11","030048076","304876",194511683.196001
"201.5...7685","karimganj","030048042","304842","030048",197467571.66786,197467571.66786,"nikli",NA,NA,"030048",NA,194511683.196001,0,0,391979254.863861,0,0,0,0,NA,"91_11","030048076","304876",194511683.196001
"202.5...7686","katiadi","030048045","304845","030048",219514970.483441,219514970.483441,"nikli",NA,NA,"030048",NA,194511683.196001,0,0,414026653.679443,0,0,0,0,NA,"91_11","030048076","304876",194511683.196001
"205.6...7687","mithamain","030048059","304859","030048",214617926.232478,214617926.232478,"nikli",NA,NA,"030048",NA,194511683.196001,0,0,409129609.42848,0,0,0,0,NA,"91_11","030048076","304876",194511683.196001
"206.5...7688","nikli","030048076","304876","030048",194511683.196001,194511683.196001,"nikli",NA,NA,"030048",NA,194511683.196001,194511683.196003,7759622830.49528,194511683.196,194511683.196003,1.00000000000001,1.00000000000001,1.00000000000001,0.025067156928243,"91_11","030048076","304876",194511683.196001
"135.3...7689","kapasia","030033036","303336","030033",358178252.629241,358178252.629241,"pakundia",NA,NA,"030048",NA,173995164.596926,0,0,532173417.226166,0,0,0,0,NA,"91_11","030048079","304879",173995164.596926
"199.2...7690","hossainpur","030048027","304827","030048",116358237.213787,116358237.213787,"pakundia",NA,NA,"030048",NA,173995164.596926,0,0,290353401.810713,0,0,0,0,NA,"91_11","030048079","304879",173995164.596926
"202.6...7691","katiadi","030048045","304845","030048",219514970.483441,219514970.483441,"pakundia",NA,NA,"030048",NA,173995164.596926,0,0,393510135.080367,0,0,0,0,NA,"91_11","030048079","304879",173995164.596926
"203.4...7692","kishoreganj sadar","030048049","304849","030048",178059380.766579,178059380.766579,"pakundia",NA,NA,"030048",NA,173995164.596926,0,0,352054545.363505,0,0,0,0,NA,"91_11","030048079","304879",173995164.596926
"207.4...7693","pakundia","030048079","304879","030048",173995164.596926,173995164.596926,"pakundia",NA,NA,"030048",NA,173995164.596926,173995164.596925,3444532835.34142,173995164.596927,173995164.596925,0.99999999999999,0.999999999999995,0.999999999999995,0.0505134289363447,"91_11","030048079","304879",173995164.596926
"280.2...7694","manohardi","030068052","306852","030068",192547293.324427,192547293.324427,"pakundia",NA,NA,"030048",NA,173995164.596926,0,0,366542457.921352,0,0,0,0,NA,"91_11","030048079","304879",173995164.596926
