"name","bgmea_num","capacity","product_type","machine","fac_type","upazila","Latitude","Longitude","fac_ad","date_est","machine_pred","predicted_date","exist06"
"ashique fashions wear ltd",3019,105000,"NA",175,"0","Dakshinkhan",23.8679609,90.4173685,"Ashique Complex,43, Chalabon, Azampur,Uttara,Dhaka",1999,0,0,1
"ashique jeans apparels ltd",3047,105000,"hogging suits, knit tops, casual trousers",175,"0","Dakshinkhan",23.8679609,90.4173685,"Ashique Complex,43, Chalabon, Azampur,Uttara,Dhaka",2000,0,0,1
"ashraf fashions ltd",1177,18000,"t-shirts, polo shirts, tank tops",90,"0","Rampura",23.7578711,90.4172642,"1, Hajipaara,D.I.T Road,Rampura,Dhaka",1991,0,0,1
"ashraf garments pvt ltd",9,84000,"NA",142.5,"0","Gulshan",23.7947609,90.4009482,"H-79, Block-D (4th floor),New Airport Road,,Banani,Dhaka",1985,0,0,1
"asia apparels mant co pteltd",948,65000,"NA",200,"0.5",NA,23.64652,90.47619,"holding # 410, post office road, dapa idrakpur narayanganj fatullah",1992,0,0,1
"asiana sweaters ltd",2450,72000,"NA",346,"0","Rampura",23.7612727,90.4254982,"2/1, East Rampura (2nd to 5th Fl),DIT Road,Rampura,Dhaka",1998,0,0,1
"asiatic fashions garments ltd",359,156000,"NA",260,"0","Mirpur",23.795836,90.3536916,"2/A/1, Darussalam Road,Section # 1,Mirpur,Dhaka",1985,0,0,1
"asif apparels ltd",2763,150000,"NA",200,"1","Gazipur Sadar",24.0086465,90.3203711,"Kashimpur,Konabari,Gazipur",1998,0,0,1
"asm garments ltd",3084,26000,"NA",130,"1","savar",23.7932126,90.2713349,"D-135/1, Talbagh,Macca Super Market,Savar,Dhaka",1996,0,0,1
"asrotex",2751,450000,"NA",190.5,"1","Narayanganj Sadar",23.6227422,90.4667501,"Dhormoganj,Enayat Nagar,Fatullah,Narayanganj",1998,0,0,1
"associated garments ltd",412,150000,"NA",198,"0","Tejgaon Ind. Area",23.7712446,90.4018095,"271, Tejgaon I/A,Tejgaon,Dhaka",1985,0,0,1
"ast apparels ltd",2967,NA,"NA",89,"0","Sher-e-bangla Nagar",NA,NA,NA,1999,0,1,1
"astex garments ltd ",2188,120000,"NA",193,"0.5","Uttar Khan",23.8705339,90.4276768,"51/52, Moushair,Shah Kabir Mazar Road, Dakhin Khan,Uttara,Dhaka",1995,0,0,1
"astras garments ltd",74,62400,"NA",147,"0","Ramna",23.7468693,90.3967754,"44, New Eskaton Road,Mogbazar,Dhaka",1984,0,0,1
"athletic support ltd",2465,40000,"NA",245,"0",NA,23.9978139,90.367774,"vill-itahata, bashan, 35, chandana, gazipur sadar gazipur",1997,0,0,1
"atia garments indsltd",2957,70000,"NA",167.619288313789,"0","Bhaluka",24.4078575,90.3865746,"Kathali, Mollik Bari,Valuka,Mymensingh",1999,0,0,1
"atlantic garments ltd",471,1e+06,"NA",195.119288313789,"0","Mirpur",23.8066056,90.3606031,"Plot # 4, Road # 7,Block - C, Secion # 6,Mirpur,Dhaka",1985,0,0,1
"attires manufacturing company ltd",2107,2e+05,"NA",164.5,"1",NA,23.75535,90.40097,"235/b, tejgaon i/a, dhaka tejgaon",1995,0,0,1
"attune garments ltd",1784,80000,"NA",200,"0","Pallabi",23.8253064,90.3724815,"Hajee Kujrat Ali Super Market (5th Floor),1 Harunabad, Section # 12,Mirpur,Dhaka",1994,0,0,1
"august apparels ltd",1744,90000,"NA",132,"1","Narayanganj Sadar",23.6278679,90.4933037,"Isdair,Fatullah,Narayanganj",1994,0,0,1
"aukson garments ltd",487,70000,"NA",145.619288313789,"0","Savar",23.8359455,90.2608306,"Anandapur,Savar,Dhaka",1985,0,0,1
"aunamica garments ltd",722,240000,"NA",102,"1","Mirpur",NA,NA,NA,1988,0,1,1
"austin apparel pvt ltd",1006,75000,"NA",135,"0","Sher-e-bangla Nagar",23.7820668,90.3683072,"261/2, West Agargoan,Agargaon,Dhaka",1992,0,0,1
"avenue apparels",2141,40000,"NA",117.5,"0","Motijheel",23.7336922,90.4260691,"Siraj Bhaban (4th Floor),38, North Kamalapur,Kamalapur,Dhaka",1995,0,0,1
"axis sweaters ltd",1825,14000,"NA",262.5,"1","Mirpur",NA,NA,NA,1994,0,1,1
"ayesha enterprisegarmentsltd",531,86666,"NA",176,"0",NA,23.93235,90.38661,"kunia, national university, k.b. bazar gazipur",1985,0,0,1
"ayman textile and hosiery ltd",2009,666667,"NA",27,"1","Kaliakair",24.0478735,90.2379523,"Chandra,Kaliakoir,Gazipur",1995,0,0,1
"a-z knitwears ltd",3037,1520000,"knit items",75,"1","Dhanmondi",23.7497516,90.3663979,"1103 Royer Bazar,Dhanmondi,Dhaka",1999,0,0,1
"azim and sons pvt ltd",549,120000,"NA",317.5,"0","Sher-e-bangla Nagar",23.7578237,90.3845936,"36-A, Indira Road,Farmgate,Dhaka",1984,0,0,1
"azim garments ltd",634,25000,"NA",250,"0","Mohammadpur",23.764683,90.3621536,"11, Industrial Plot,Taj Mahal Road,Mohammadpur,Dhaka",1986,0,0,1
"aziz fashions pvlltd",3104,20000,"NA",89,"0","Mirpur",23.7958547,90.3556952,"148/1-E, Shah Alibag (4th - 6th Floor),Section # 1,Mirpur,Dhaka",2000,0,0,1
"aziz super garments ltd",214,72000,"NA",130,"0","Tejgaon Ind. Area",23.7698656,90.4028725,"240 Tejgaon I/A,Tejgaon,Dhaka",1985,0,0,1
"azizuddin garments pltd",292,50000,"NA",230,"1","Mirpur",NA,NA,NA,1986,0,1,1
"azmat apparels ltd",2995,30000,"NA",124,"0","Pallabi",23.8178895,90.3642437,"Plot # M-2, Section # 7,Mirpur I/A,Mirpur,Dhaka",1999,0,0,1
"azmat fashions ltd",1965,1e+05,"NA",200,"0","Pallabi",23.8178895,90.3642437,"Plot # M-2, Section # 7,Mirpur I/A,Mirpur,Dhaka",1995,0,0,1
"b and c fashions ltd",2820,NA,"NA",72,"1","Narayanganj Sadar",NA,NA,NA,1999,0,1,1
"bbrothers garments coltd",1737,180000,"NA",160,"1",NA,23.7371,90.52696,"holding # 90, barpa, rupshi narayanganj rupganj",1994,0,0,1
"bghani and associates lid",1612,30000,"NA",76,"0","Mirpur",23.795858,90.3521,"178, South Bishil,Mirpur,Dhaka",1993,0,0,1
"bfb garments pvt ltd",280,75000,"NA",175,"0.5","Narayanganj Sadar",23.6220098,90.5006613,"47/9, B. B. Road,B.B. Road,Narayanganj",1985,0,0,1
"bhisapparels ltd",2758,22500,"NA",386.5,"0",NA,23.91312,90.39582,"hossain market (4th & 5th fl), 671, datta para gazipur tongi",1998,0,0,1
"bhs fashions ltd",1995,250000,"t-shirts, babies wears, jackets",141,"0.5","Mirpur",23.7913506,90.3573148,"238, Ahmed Nagar, Paikpara,Section # 1,Mirpur,Dhaka",1995,0,0,1
"bkknit fashions ",1508,70000,"NA",350,"1","Chandanaish",22.2438942,92.0126276,"West Elahabad,Kanchan Nagar,Chadanaish,Chittagong",1993,0,0,1
"bmapparels ltd",2852,NA,"NA",125,"0","Mirpur",NA,NA,NA,1999,0,1,1
"bm garments pvt ltd",1533,80000,"NA",60,"0.5","Narayanganj Sadar",23.6948476,90.4901804,"194, Sanarpar,Siddirganj,Narayanganj",1993,0,0,1
"bpgarments ltd",64,1e+05,"NA",204,"0",NA,23.74851,90.40863,"227 (new) 331 (old) outer circular road, (3rd floor) dhaka mogbazar",1984,0,0,1
"bpsweater pvt ltd",2582,36000,"NA",168.119288313789,"1",NA,23.82775,90.36436,"house # 24, road # 8, block -a, section # 12 dhaka mirpur",1998,0,0,1
"brknitting mills",2179,15000,"NA",110,"1",NA,23.62419,90.47973,"a/28-29, bscic inds. estate, narayanganj",1995,0,0,1
"bsindustries ltd",88,120000,"NA",119,"0","Mirpur",23.7942336,90.3531953,"2/C Darus Salam Road,Mirpur,Dhaka",1985,0,0,1
"bz fashions ltd",1641,5000,"NA",300,"1","Motijheel",NA,NA,NA,1993,0,1,1
"babylon dresses ltd",2370,175000,"shirts, fashion wears",525,"0","Mirpur",23.795012,90.3532596,"2-B/1, Darussalam Road,Mirpur,Dhaka",1996,0,0,1
"babylon garments ltd ",596,1e+05,"NA",300,"0","Mirpur",23.795012,90.3532596,"2-B/1, Darussalam Road,Mirpur,Dhaka",1986,0,0,1
"babys fashions ltd",2595,60000,"NA",188,"0","Mirpur",23.800071,90.3557078,"Jahan Mansion (2nd Floor),29, Mirpur Road,Mirpur Road,Dhaka",1998,0,0,1
"baishaki garments ltd",5,25000,"NA",85,"0","New Market",23.739084,90.3870424,"87, New Elephant Road,Elephant Road,Dhaka",1985,0,0,1
"bakul apparels ltd",1028,1e+05,"NA",195,"0","Gazipur Sadar",23.9504063,90.380132,"Kunia, National University,Gazipur Sadar,Gazipur",1991,0,0,1
"balaka apparels ltd",2666,45000,"NA",112,"0","Savar",23.9381963,90.270131,"Karim Super Market (4th Floor),Baipile,Savar,Dhaka",1998,0,0,1
"balaka knitwear and garments pvt ltd",910,360000,"NA",120,"1","Narayanganj Sadar",23.6114638,90.505111,"1, P.M. Roy Road,Tanbazar,Narayanganj",1991,0,0,1
"banani hosiery mills",1992,3e+05,"NA",85,"1","Narayanganj Sadar",23.6227422,90.4667501,"Dharmaganj,Enayet Nagar,Fautullah,Narayanganj",1995,0,0,1
"banga garments ltd",99,470000,"jackets, trousers, denim",338.5,"0","Pallabi",23.8198513,90.3600519,"29, Milk Vita Road,Section # 7, Pallabi,Mirpur,Dhaka",1985,0,0,1
"bangladesh dresses ltd ",1355,78000,"NA",300,"0","Savar",23.7932126,90.2713349,"Satobolimahar,Savar,Dhaka",1993,0,0,1
"bangladesh dresses ltdunit-2",2431,78000,"NA",150,"1","savar",-8.4095178,115.188916,"Chota Bali,Meher,Savar,Dhaka",1997,0,0,1
"bngladesh dyeing and finishing ind ltdu-2",3007,30000,"jackets, trousers, searafino",132.5,"1","savar",23.8261662,90.2559216,"Doel Complex, 9 Karnapara,Savar,Dhaka",1994,0,0,1
"bngladesh dyeing and finishing indsltd",1897,325000,"NA",262.5,"1",NA,23.82617,90.25373,"doel complex, 9 karnapara, dhaka savar",1994,0,0,1
"bangladesh knitting and texmills lldu-2",1035,36000,"NA",120,"1","Kotwali-Dhk",NA,NA,NA,1990,0,1,1
"bangladesh knitwear ltd",855,150000,"NA",212.5,"1","Savar",23.8261662,90.2559216,"Doel Complex, 9 Karnapara,Savar,Dhaka",1991,0,0,1
"bangladesh luggage industries ltd",2731,80000,"NA",89.5,"0","Savar",23.8261662,90.2559216,"Doel Complex, 9 Karnapara,Savar,Dhaka",1998,0,0,1
"bangladesh wears ltd",2786,NA,"NA",70,"0.5","Gazipur Sadar",NA,NA,NA,1998,0,1,1
"banita garments ltd",1601,15000,"NA",118,"0","Mirpur",NA,NA,NA,1993,0,1,1
"bantai industries pvt ltd",773,777600,"NA",278,"0.5","Mirpur",NA,NA,NA,1989,0,1,1
"bardex international pvt ltd",2828,36000,"NA",162,"1","Khilkhet",23.8318836,90.4178201,"Kha-49/A, Khilkhet, Bat Tola,Khilkhet,Cantonment,Dhaka",1998,0,0,1
"bari apparels ltd",1130,70000,"NA",215,"1","Pallabi",23.8083052,90.3578381,"91/92, Rupnagar Inds. Estate,Block # K, Section # 2,Mirpur,Dhaka",1992,0,0,1
"baridhi garments ltd",2219,20834,"NA",227,"0","Mirpur",23.7914147,90.3751602,"822/3 Shewrapara,Begum Rockeya Sarani,Mirpur,Dhaka",1995,0,0,1
"basic apparels ltd",721,230000,"NA",937,"0","Uttara",23.8805034,90.4025466,"135-138 Abdullahpur (2nd & 3rd Fl),Uttara,Dhaka",1989,0,0,1
"basundhara apparels ltd",1207,25000,"NA",147.5,"0","Kalabagan",NA,NA,NA,1991,0,1,1
"basundhara fashions ltd",2994,37500,"NA",103,"0","Kalabagan",23.7493658,90.3798247,"119, Lake Circus,Kalabagan,Dhaka",1999,0,0,1
"basundhara garments ltd",32,150000,"NA",372.5,"0","Kalabagan",23.7493658,90.3798247,"119, Lake Curcus,Kalabagan,Dhaka",1983,0,0,1
"bay apparels",1646,157000,"NA",125,"0","Dhanmondi",NA,NA,NA,1993,0,1,1
"bay pacific enterprise ltd",940,48000,"NA",151.5,"0","Gulshan",23.774269,90.3994618,"59, Sahid Tajuddin Ahmed Sarani,Mohakhali,Dhaka",1992,0,0,1
"beacon sweater indltd",1586,40000,"NA",227.619288313789,"1",NA,23.74474,90.41314,"85, new sircular road, aysha shapping complex (3rd fl) dhaka malibagh",1993,0,0,1
"beacon textile unit-2",1796,1e+05,"NA",54,"1","Narayanganj Sadar",23.6215955,90.5007922,"151, B.B. Road (2nd Floor),B.B. Road,Narayanganj",1994,0,0,1
"beat garments ltd",539,25000,"NA",110,"0","Gendaria",23.7130349,90.4199151,"26, Shah Shaheb Lane,Narinda,Old Dhaka,Dhaka",1985,0,0,1
"beats fashions ltd",3069,45000,"shirts, ladies dresses, rumpers",160,"0","Kaliakair",24.069452,90.222418,"East Chandra,Shafipur,Kaliakoir,Gazipur",2000,0,0,1
"beautiful jackets ltd",2393,25000,"NA",265,"0","Singair",23.8244471,90.2339253,"Ford Nagar,Singair,Manikganj",1996,0,0,1
"beauty garments pvt ltd",15,60000,"NA",170,"0","Badda",23.7798106,90.4237121,"Holland Center (10th Floor),Cha-72/1-B, Middle Badda,Badda,Dhaka",1985,0,0,1
"bedita enterprise ltd",1360,72000,"NA",175,"0","Dakshinkhan",23.8519373,90.4266584,"Chairman Market (1st Fl),Dakhinkhan Bazar,Uttara,Dhaka",1993,0,0,1
"bela fashions ltd",2232,10000,"NA",200,"0.5","New Market",23.7390837,90.3870348,"86, Elephant Road,Elephant Road,Dhaka",1995,0,0,1
"belkuchi knit wear ltd",3188,5e+05,"t-shirts, polo shirts, ladies tops",136.5,"1","Pallabi",23.8253064,90.3724815,"Sultan Mansion,Section # 12,Mirpur,Dhaka",2000,0,0,1
"bellissima apparels ltd",982,36000,"NA",195.5,"0","Gazipur Sadar",23.9010413,90.4088223,"Shopping Area,BSCIC I/E,Tongi,Gazipur",1992,0,0,1
"benevolent fashions intl ltd",2829,120000,"NA",141.5,"0.5","Badda",23.8206687,90.4396248,"House # 79, Block - I,Banani,Dhaka",1998,0,0,1
"bengal apparels",1687,36000,"NA",120,"0","Dhanmondi",23.7384396,90.3733215,"41/12 B Zigatala,Zigatola,Dhaka",1993,0,0,1
"bengal fine knitex ltd",2648,NA,"NA",224.47161340805,"1","Rupganj",23.7838515,90.557105,"Shooghat,Vulta,Rupganj,Narayanganj",1998,0,0,1
"bengal friends and coltdtextile unit",2387,46800,"NA",26,"1","Tejgaon",NA,NA,NA,1996,0,1,1
"bengal garments industries ltd",133,75000,"NA",150,"0.5","Chak Bazar",NA,NA,NA,1986,0,1,1
"bengal knittex ltd",852,150000,"fleece shirts, t-shirts, polo shirts,",265,"1","Sabujbagh",23.7345797,90.4287486,"59/1 Atis Dipankar Road,Kamalapur,Dhaka",1991,0,0,1
"benson appareis ltd",1085,30000,"NA",183,"0","Tejgaon Ind. Area",23.7711875,90.4016005,"1327 Tejgaon I/A,Tejgaon,Dhaka",1992,0,0,1
"bentex apparels ltd",1351,1e+05,"NA",300,"0","Pallabi",23.8193485,90.3614399,"33, Milk Vita Road,Section # 1,Mirpur,Dhaka",1992,0,0,1
"beryl apparels pvt ltd",1876,72000,"NA",380,"1","Gazipur Sadar",23.9504063,90.380132,"146, Choydana,National University,Gazipur",1994,0,0,1
"bestwear garments pvt ltd",3158,NA,"windbreakers, hogging suits, shorts",122,"0","Tejgaon",NA,NA,NA,2000,0,1,1
"beximco apparels ltd",105,3e+05,"NA",638.5,"0","Gazipur Sadar",23.9845353,90.3219053,"Sarabo,Kashimpur,Gazipur",1984,0,0,1
"beximco fashions ltd",2898,5e+05,"NA",1380,"0","Savar",23.9473238,90.2817309,"F-5, SFB-2 (1st, 2nd & 3rd Floor),DEPZ, Ganakbari,Savar,Dhaka",1999,0,0,1
"bhusan apparels ltd",633,48000,"NA",115,"0","New Market",23.7393658,90.3857447,"74/1 Laboratory Road,Elephant Road,Dhaka",1986,0,0,1
"bichitra garments ltd",2128,15000,"trousers, tan tops",91.5,"0","Badda",23.7798106,90.4237121,"Holland Centre,Cha-72/1-B, Middle Badda,Badda,Dhaka",1995,0,0,1
"big boss corporation ltd",2760,204000,"NA",150,"0","Badda",23.7798106,90.4237121,"Lutfan Tower (2nd, 3rd & 7th Floor),E-13, Middle Badda,Badda,Dhaka",1998,0,0,1
"big boys apparels ltd",1208,48000,"NA",240,"0","Gulshan",23.7851459,90.3994831,"Kha-15/6, Rasulbagh,Tongi Diversion Road,Mohakhali,Dhaka",1991,0,0,1
"binni garments ltd",497,50000,"NA",117.5,"0","Motijheel",23.7262576,90.4248906,"164/1 South Kamalapur,Kamalapur,Dhaka",1985,0,0,1
"birds a and z ltd",3179,60000,"t-shirts, shirts, trousers",310.5,"1","Savar",23.9325782,90.2784385,"113, Baipail,Ashulia,Savar,Dhaka",2000,0,0,1
"birds apparels ltd",1193,48000,"NA",163.5,"0","Mirpur",23.797427,90.353002,"1, Darus Salam Road,Section # 1,Mirpur,Dhaka",1992,0,0,1
"birds fadrex ltd",2163,48000,"NA",177.5,"0","Savar",23.9325782,90.2784385,"113, Baipail,Ashulia,Savar,Dhaka",1995,0,0,1
"birds garments ltd",100,54000,"NA",235,"0","Mirpur",23.797427,90.353002,"1, Darus Salam Road,Section # 1,Mirpur,Dhaka",1985,0,0,1
"birds garments ltdunit-2",2455,54000,"NA",159.5,"0",NA,23.94272,90.27485,"113, baipail, ashulia dhaka savar",1997,0,0,1
"bismillah apparels ltd",2175,150000,"NA",210,"0.5","Gulshan",23.78878,90.400134,"House # 79, Block - E,Chairman Bari (2nd Floor),Banani,Dhaka",1995,0,0,1
"bismillah garments and hosiery ltd",757,50000,"NA",122.5,"0.5","Rampura",23.7574366,90.41678,"50/4, West Hajipara,Rampura,Dhaka",1991,0,0,1
"bismillah knitwear ltd",1408,210000,"NA",150,"1","Mirpur",23.7898391,90.3537533,"1/A, Shilpa Plot North-East,Darus Salam Road, Section # 1,Mirpur,Dhaka",1993,0,0,1
"biswas fashions ltd",2635,NA,"NA",95,"1","Savar",23.8127893,90.2573029,"Raj Fulbaria,Savar,Dhaka",1998,0,0,1
"biswas garments ltd",1221,72000,"NA",500,"0","Savar",23.8127893,90.2573029,"Raj Fulbaria,Savar,Dhaka",1992,0,0,1
"blazar apparels ltd",2915,120000,"NA",113,"0","Mirpur",23.7840318,90.3528093,"124/125, Darus Salam Road,Mirpur,Dhaka",1999,0,0,1
"blue band garments ltd",405,410000,"NA",167.5,"0","Gulshan",23.7923316,90.4005152,"House # 84, New Airport Road,Hazi Shahabuddin Mansion,Airport Road,Dhaka",1985,0,0,1
"blue bird garments pvt ltd",308,36000,"NA",99,"0","Savar",23.844138,90.253203,"Bank Colony,Talbag,Savar,Dhaka",1985,0,0,1
"blue-beli knitting and processing indsltd",1157,270000,"NA",104.5,"1","Narayanganj Sadar",23.6382826,90.4933037,"Sastapur,Fatullah,Narayanganj",1992,0,0,1
"bobby garments ltd",228,18000,"NA",134,"0","Ramna",23.7584861,90.4118652,"359/A, Madhubagh,Nayatola,Mogbazar,Dhaka",1985,0,0,1
"bond knitwear ltd",574,20000,"NA",350,"1","Dhanmondi",NA,NA,NA,1988,0,1,1
"bonny apparelis pvt ltd",1463,72000,"NA",194,"0.5","Ramna",23.7505195,90.4130464,"13, D.I.T Road,Khilgaon Chowdhury Para,Khilgaon,Dhaka",1993,0,0,1
"bonny apparels pvt ltdu-2",3051,84000,"NA",125.5,"0.5","Ramna",23.7548,90.4154474,"1, Chowdhury Para,DIT Road,Malibagh,Dhaka",2000,0,0,1
"bonny knit fashions ltd",1985,575000,"NA",206,"0.5","Rampura",23.7502398,90.414033,"1028, Malibagh Bazar Road,Malibagh,Dhaka",1995,0,0,1
"borax apparels ltd",1380,36000,"NA",140,"0","Mirpur",23.797427,90.353002,"1/F, North-East Darussalam Road,(6th - 8th Floor), Section # 1,Mirpur,Dhaka",1993,0,0,1
"boston garments ind pvt ltd",639,45000,"NA",225,"0.5","Mirpur",23.7898391,90.3537533,"1/A, Shilpa Plot, North-East,Darus Salam Road, Section- 1,Mirpur,Dhaka",1986,0,0,1
"bright apparels ltd",866,60000,"NA",91.5,"1","Tejgaon Ind. Area",23.7543885,90.399663,"25, Shahid Tajuddin Ahmed Sarani,Tejgaon I/A,Dhaka",1991,0,0,1
"brightways international coltd",1078,36000,"NA",142.5,"0","Darus Salam",23.7790985,90.3564888,"6/KA, 1/18, Mirpur,Mirpur,Dhaka",1991,0,0,1
"brishti garments ltd",2610,70000,"NA",229.5,"0","Mirpur",23.796691,90.3537217,"4, Darussalam Road,Misko Super Market (1st & 2nd Fl),Mirpur-1,Dhaka",1998,0,0,1
"brooks bdgarments coltd",1661,50000,"NA",105,"0.5",NA,23.9504063,90.380132,"kunia, national university, gazipur k.b. bazar",1984,0,0,1
"brothers fashions ltd ",594,60000,"NA",143,"0","Tejgaon",23.7558108,90.3919986,"29, Karwan Bazar Lane,(1st - 9th Floor),Kawran Bazar,Dhaka",1986,0,0,1
"brothers garments ltd",37,78000,"NA",248,"0","Tejgaon",23.7517607,90.3962851,"29, Karwan Bazar Lane,Elephant Road,Dhaka",1981,0,0,1
"brothers industries ltd",1679,250000,"NA",98,"1","Gazipur Sadar",23.9442528,90.3818982,"Soydana (Hazirpukur),Board Bazar,Gazipur",1993,0,0,1
"brothers knitwear ltd",738,15000,"NA",229,"0","Savar",23.9385774,90.2801401,"6528, Madrasa Road,North Gazirchat, Ashulia,Savar,Dhaka",1990,0,0,1
"burlingtons ltd ",225,14640,"NA",250,"0","New Market",23.7398609,90.3892279,"212 Elephant Road (1st Floor),Elephant Road,Dhaka",1985,0,0,1
"cbminternational ltd",2827,120000,"NA",55,"1",NA,23.80207,90.3739,"125/1, senpara parbata, dhaka mirpur",1998,0,0,1
"ca knitwear",747,288000,"NA",138,"1","Pallabi",NA,NA,NA,1989,0,1,1
"ca knitwear ltd",2096,650000,"NA",262.5,"1","Pallabi",23.8223486,90.3654204,"House # 50, Road # 7, Block # A,Section-12,Mirpur,Dhaka",1994,0,0,1
"cad tex garments ltd ",2317,1e+05,"NA",309.5,"1",NA,23.64496,90.49862,"kutubail, narayanganj fatullah",1996,0,0,1
"calico knit wears",821,120000,"NA",66,"1","Sutrapur",23.7181161,90.4193496,"1/G, Folder Street,Wari,Old Dhaka,Dhaka",1991,0,0,1
"calyx fashions ltd",3015,NA,"woven garments",224.47161340805,"0","Kafrul",NA,NA,NA,2000,0,1,1
"cambridge garments ltd",477,36000,"NA",121.5,"0","Tejgaon",23.7555073,90.3912675,"Feroza Complex (4th floor),88, Kazi Najrul Islam Avenue,Farmgate,Dhaka",1985,0,0,1
"camellia apparels ltd ",1497,25000,"NA",110,"0","Rampura",23.7638579,90.4207594,"335, West Rampura,D.I.T Road,Rampura,Dhaka",1993,0,0,1
"cannon garments ltd",1197,250000,"NA",147,"0.5","Shahbag",23.7245569,90.4117362,"322/1, Uttar Goran (4th Floor),Shipahibagh,Khilgaon,Dhaka",1992,0,0,1
"capital designs ltd ",2206,157500,"NA",202,"0.5","Gazipur Sadar",23.9891667,90.3819444,"Dilan Complex, Dhaka Road,Chandona Chowrasta,Chandona,Gazipur",1995,0,0,1
"capital fashions ltd ",1318,121500,"NA",164.5,"0.5","Gazipur Sadar",23.9891667,90.3819444,"Dilan Complex, Dhaka Road,Chandona Chowrasta,Chandona,Gazipur",1992,0,0,1
"capital garments ltd",299,60000,"NA",400,"0","Savar",23.7932126,90.2713349,"Sotobali Mahar,Savar,Dhaka",1985,0,0,1
"capital poshak ltd",2784,190000,"NA",215,"0.5","Gazipur Sadar",23.9891667,90.3819444,"Dilan Complex, Dhaka Road,Chandona Chowrasta,Chandona,Gazipur",1998,0,0,1
"capital sweater ltd ",2496,60000,"NA",100,"1","Pallabi",23.8178895,90.3642437,"C/1, Mirpur Housing Estate,Section # 7,Mirpur,Dhaka",1997,0,0,1
"capn apparels ltd",3056,120000,"jackets, pants, shirts",254.5,"0","Gazipur Sadar",23.8928706,90.4131072,"B-193, BSCIC Inds. Estate,Tongi,Gazipur",2000,0,0,1
"capn garments ltd",1067,60000,"NA",178,"0","Tejgaon",23.7557703,90.3922467,"120, East Tejturi Bazar,Tejgaon,Dhaka",1992,0,0,1
"carlos leather fashions ltd",2736,60000,"NA",120,"0","Gazipur Sadar",23.9981421,90.4201756,"Taknogpara, Chandona,Joydevpur,Gazipur",1998,0,0,1
"cb apparels ltd",3066,37500,"bib trousers, shorts, trousers",103,"0","Kalabagan",23.7473673,90.3807303,"8, Kalabagan, 1st Lane,Kalabagan,Dhaka",2000,0,0,1
"cd acrylic bangladesh ltd",2142,75000,"NA",400,"1","Chauddagram",23.2830481,87.8101417,"Chandul Miabazar,Chowddahgram,Comilla",1995,0,0,1
"central garments industry ltd",16,35000,"NA",78.5,"0","Rampura",23.7531285,90.4148034,"67, Khilgaon Chowdhury Para,DIT Road, Haji Para,Rampura,Dhaka",1985,0,0,1
"century fashions wear pvt ltd",561,36000,"NA",202,"0","Narayanganj Sadar",23.6038747,90.5027747,"131, Bangabandu Road,B.B. Road,Narayanganj",1984,0,0,1
"century knit wear",1453,42000,"t-shirts, fleece jackets, trousers",111,"0.5","Narayanganj Sadar",23.6237764,90.5000404,"131, B.B Road,B.B. Road,Narayanganj",1994,0,0,1
"century knitwear ltd",1874,84000,"NA",450,"1","Mirpur",23.7913719,90.375125,"242/2, Sherapara,Mirpur,Dhaka",1994,0,0,1
"chaity apparelsltd",1739,110000,"NA",207.5,"0","Dakshinkhan",23.8679609,90.4173685,"Ashique Complex,43, Chalabon, Azimpur,Uttara,Dhaka",1994,0,0,1
"chaity garments ltd",1256,1e+05,"NA",202.5,"0","Dakshinkhan",23.8679609,90.4173685,"Ashique Complex,43, Chalabon, Azampur,Uttara,Dhaka",1992,0,0,1
"challenger garments ltd",101,60000,"NA",120,"0.5","Ramna",NA,NA,NA,1985,0,1,1
"chan garments pvt ltd",681,NA,"NA",224.47161340805,"0","Narayanganj Sadar",23.6237764,90.5000404,"49, Shirajdullah Road,Narayanganj",1987,0,0,1
"chancellor garments ltd",1381,120000,"NA",267.5,"0","Dhanmondi",23.7492252,90.3643711,"295/Ja/4, Rayer Bazar,Dhaka",1993,0,0,1
"chandona apparels ltd",3091,46000,"shirts, jackets, pants",125,"0","Kafrul",23.7947064,90.3840596,"284, Ibrahimpur (6th Floor),Cantonment,Dhaka",1991,0,0,1
"chandrima garments pvt ltd",2567,NA,"NA",60,"1",NA,23.74762,90.41125,"33 west malibagh, dhaka malibagh",1997,0,0,1
"charisma garments ltd",139,25000,"NA",132.5,"0","Mirpur",NA,NA,NA,1986,0,1,1
"charka fashions ltd",1536,1e+05,"NA",300,"0.5","Khilgaon",NA,NA,NA,1992,0,1,1
