"name","bgmea_num","capacity","product_type","machine","fac_type","upazila","Latitude","Longitude","fac_ad","date_est","machine_pred","predicted_date","exist91","exist01"
"sob apparels ltd",1804,"20000",NA,45,"0","Gazipur Sadar",23.9999405,90.4202724,"Dakkhin Panishail,N.K. Link Road,Gazipur",1994,0,0,0,1
"society garments industries ltd",46,"1170000",NA,150,"0","Bangshal",23.7141164,90.4058468,"Nawab Yusuf Market,Bldg. # 5 (2nd Floor), Naya Bazar,Old Dhaka,Dhaka",1985,0,0,1,1
"solar garments pvt ltd",601,"60000",NA,275,"0","Rampura",23.7577873,90.4178865,"66, Hazipara,D.I.T Road,Khilgaon,Dhaka",1985,0,0,1,1
"sonargaon garments pvt ltd u-2",1209,"65000",NA,133,"0","Narayanganj Sadar",23.6206687,90.500397,"231/3, B.B Road,B.B. Road,Narayanganj",1992,0,0,0,1
"south east fabrics ltd",2159,"150000",NA,59,"1","Mirzapur",24.099259,90.1612029,"Gorai,Mirjapur,Tangail",1995,0,0,0,1
"southern garments ltd",246,"80000",NA,134,"1","Savar",23.9101983,90.3172039,"Zirabo,Ashulia,Savar,Dhaka",1984,0,0,1,1
"southern services ltd",1047,"96000",NA,260,"0","Uttara",23.8610259,90.3994735,"Plot # 6, Road # 2,Sector # 3,Uttara,Dhaka",1994,0,0,0,1
"space garments industry ltd",810,"12000",NA,130,"0","Paltan",23.7309843,90.4111476,"64/64-A, Puran Paltan Lane,Paltan,Dhaka",1991,0,0,1,1
"sparrow apparels ltd",191,"200000",NA,725,"0","Pallabi",23.8253064,90.3724815,"142, Senanibas Raod,Section # 12,Mirpur,Dhaka",1985,0,0,1,1
"speedwell fashions ltd",2834,"22000",NA,54,"0","Mirpur",23.8051301,90.364593,"Plot # M-4/2, Road # 7,Section # 7,Mirpur,Dhaka",1999,0,0,0,1
"speedwell ltd",620,"89000",NA,235,"0","Mirpur",23.8051301,90.364593,"Plot # M-4/2, Road # 7,Section # 7,Mirpur,Dhaka",1986,0,0,1,1
"speks ltd ",943,"100000",NA,400,"0","Kotwali",22.3564138,91.8238564,"754/827, Mehedibag Road,Mehedi Super Market,Chittagong",1992,0,0,0,1
"spencer apparels ltd",1435,"25000",NA,66,"0.5","Mirpur",23.7914147,90.3751602,"771-776, Shawra Para,Begum Rokeya Sarani,Mirpur,Dhaka",1993,0,0,0,1
"spider fashions ltd",1386,"24000",NA,120,"1","Pallabi",23.8130934,90.361661,"Plot # 15-16, Road # 4,Section # 7, Mirpur I/A,Mirpur,Dhaka",1993,0,0,0,1
"sportex and apparels pvt ltd",249,"25000",NA,120,"0","Narayanganj Sadar",23.6238237,90.5003323,"55/1, Nawab Sallimullah Road,Khaza Supper Market,Narayanganj",1985,0,0,1,1
"sportswear garments ltd",1061,"60000",NA,229,"0","Double Mooring",22.339003,91.8102843,"755, Askarabad,Mansurabad,D.T. Road,Chittagong",1992,0,0,0,1
"sportswear garments ltd",3050,"x",NA,97,"0","Double Mooring",22.339003,91.8102843,"755, Askarabad,Mansurabad,D.T. Road,Chittagong",1992,0,0,0,1
"spotfame apparels ltd",1534,"48000",NA,130,"0","Gazipur Sadar",23.9396182,90.4466991,"Chamudda,Pubail,Gazipur Sadar,Gazipur",1993,0,0,0,1
"sq sweaters ltd",1387,"150000",NA,500,"1","Mirpur",23.7914147,90.3751602,"888, Shewrapara,Rokeya Sarani,Mirpur,Dhaka",1993,0,0,0,1
"standard jeans ltd",3181,"x",NA,185.238576627578,"0","Darus Salam",23.7933454,90.3487544,"198, Mazar Road (7th - 9th Floor),2nd Colony, Section # 1,Mirpur,Dhaka",2000,1,0,0,1
"star garments pvt ltd",193,"60000",NA,200,"0","Paltan",23.7318306,90.410319,"Sule Man Court 4th Floor,3/3-B Purana Polton,Paltan,Dhaka",1985,0,0,1,1
"starlet fashions wear ltd",3089,"60000",NA,97,"0","Chandgaon",22.3951524,91.8824544,"Plot # B12, BSCIC I/E,Kalurghat,Chittagong",1998,0,0,0,1
"starlight knitters ltd",3148,"x","x",185.238576627578,"1","Gazipur Sadar",23.953676,90.3779667,"Bada Kalmasher,K.B. Bazar,Gazipur",2000,1,0,0,1
"starlight knitwears ltd",854,"60000",NA,230,"0","New Market",23.7389683,90.3865698,"2/B, Elephent Road,Elephant Road,Dhaka",1991,0,0,1,1
"starlight sweaters ltd",2996,NA,NA,185.238576627578,"1","Gazipur Sadar",23.953676,90.3779667,"Bada Kalmasher,K.B. Bazar,Board Bazar,Gazipur",1999,1,0,0,1
"stec fashions ltd",2753,"30000",NA,165,"0","Mohammadpur",23.7533817,90.3686317,"Ruhani Super Market, Plot # 2,Block - D, Section # 12,Mirpur,Dhaka",1998,0,0,0,1
"step two apparels ltd",1102,"240000",NA,167,"0.5","Badda",23.7798106,90.4237121,"Lutfan Tower (6th Floor),E-13, Middle Badda,Badda,Dhaka",1992,0,0,0,1
"sterling apparels ltd",3206,"x","jac,tr, ol",600,"0","Savar",23.9354653,90.3230807,"Baron, Earpur Union,Savar,Dhaka",2000,0,0,0,1
"sterling garments ltd",434,"50000",NA,161,"0","Ramna",23.7512909,90.4137583,"474, D.I.T. Road,Malibagh,Dhaka",1985,0,0,1,1
"stitchwell designs ltd",1999,"120000",NA,350,"0.5","Gulshan",23.777145,90.4160967,"430/1/A, Tejgaon I/A,Tejgaon,Dhaka",1995,0,0,0,1
"style sports wear ltd",3126,"6000","sh,jac,tr",96,"0","Pahartali",22.3657883,91.7782267,"House # 8, Road # 6,Block - 36/C,Pahartoli,Chittagong",2000,0,0,0,1
"stylecraft ltd",35,"200000",NA,658,"0","Gazipur Sadar",23.9814018,90.3913373,"1/1, East Chandana,Joydevpur,Gazipur",1985,0,0,1,1
"styline knitting inds pvt ltd",1027,"90000",NA,43,"1","Gazipur Sadar",23.9504063,90.380132,"Plot # 702 (3rd & 4th Floor),Jhajar, National University,Board Bazar,Gazipur",1992,0,0,0,1
"stylo apparels industries ltd",206,"120000",NA,300,"0.5","Mirpur",23.7960858,90.3520764,"78/A, South Bishil,Mirpur,Dhaka",1985,0,0,1,1
"summer and winter collections ltd",2921,"252000",NA,240,"0","Pallabi",23.8200584,90.3608207,"Plot # 27 (Holding # 1/A),Milk Vita Road, Section # 7,Mirpur,Dhaka",1999,0,0,0,1
"sun bird garments ind pvt ltd",398,"120000",NA,148,"0","Dhanmondi",23.7392738,90.3753516,"42/A, Zigatola (Salek Garden),Dhanmondi,Dhaka",1985,0,0,1,1
"sun fashions wear inds ltd",2893,"x",NA,185.238576627578,"0.5","Pallabi",23.8253064,90.3724815,"Safura Super Market,2, Harunabad, Section # 12,Mirpur,Dhaka",1999,1,0,0,1
"sun fashions wear ltd",2639,"20000",NA,130,"0","Double Mooring",22.3267432,91.8151504,"Hossain Court (3rd Floor),75, Agrabad C/A,Chittagong",1998,0,0,0,1
"sun garments",496,"30000",NA,268,"0","Sutrapur",23.7037558,90.4129299,"7, Ahsanullah Road (4th Floor),Wiseghat, Islampur,Old Dhaka,Dhaka",1985,0,0,1,1
"sun moon knit international",1428,"30000",NA,50,"0","Mirpur",23.7912893,90.3569825,"266/3, Hazi Wasir Khan Road,Ahmed Nagar Paikpara,Mirpur,Dhaka",1993,0,0,0,1
"sun rise apparels",1377,"25000",NA,85,"0","Double Mooring",22.339003,91.8102843,"791, Askarabad,D.T. Road,Chittagong",1993,0,0,0,1
"sundarban garments",196,"96000",NA,196,"0","Motijheel",23.7336922,90.4260691,"13/A Mayakamau,P.O. Bashaboo,Kamalapur,Dhaka",1983,0,0,1,1
"sung jin bd ltd ",2306,"260000",NA,142,"0","Pallabi",23.8253064,90.3724815,"Sultan Mansion,3, Sujat Nagar, Section # 12,Mirpur,Dhaka",1996,0,0,0,1
"sunlit fashions ltd",2656,"36000",NA,80,"0","Tejgaon Ind. Area",23.7759136,90.3985649,"50, Shahid Tajuddin Ahmed Sarani,Rasulbagh,Mohakhali,Dhaka",1998,0,0,0,1
"sunmoon apparels ltd",829,"60000",NA,180,"0","Rampura",23.7525262,90.4165804,"26, Malibagh Chowdhury Para,Malibagh,Dhaka",1991,0,0,1,1
"sun-seeds apparel ltd",1957,"60000",NA,206,"0","Kafrul",23.8116982,90.3926237,"60/Ka, Zoarshara Bazar,Cantonment,Dhaka",1994,0,0,0,1
"sunshine apparels ltd",1810,"60000",NA,124,"0","Pallabi",23.8278926,90.364829,"House # 27, Road # 8,Block # A, Section # 12,Mirpur,Dhaka",1994,0,0,0,1
"sunstar apparels pvt ltd",2845,"90000",NA,64,"0","Tejgaon Ind. Area",23.7749259,90.3980577,"Ka-19, Rasulbagh,Mohakhali,Dhaka",1998,0,0,0,1
"sunsuie apparels pvt ltd",914,"10000",NA,70,"1","Pallabi",23.8278926,90.364829,"House # 27, Road # 8,Block # A, Section # 12,Mirpur,Dhaka",1991,0,0,1,1
"supasox ltd",2149,"353898",NA,165,"1","Savar",23.9563608,90.2831353,"Ganak Bari,Savar,Dhaka",1995,0,0,0,1
"super shine fashions ltd",2864,"120000",NA,48,"0.5","Narayanganj Sadar",23.6231298,90.4906922,"58, Shanti Dhara,DN Link Road,Fatullah,Narayangonj",1998,0,0,0,1
"superman garments ltd",817,"118000",NA,148,"0","New Market",23.7388951,90.3865727,"92, New Elephant Road,(6th floor),Elephant Road,Dhaka",1991,0,0,1,1
"supertex apparels ltd",2171,"50000","jac, Outer wear, tr",270,"0","Biman Bandar",23.8514835,90.4177382,"Dhakhin Khan Road,Uttara,Dhaka",2000,0,0,0,1
"supertex apparels ltd",3105,"5000","wb,ol,pa",170,"0","Biman Bandar",23.8514835,90.4177382,"Dhakhin Khan Road,Uttara,Dhaka",2000,0,0,0,1
"supreme apparels ltd",1083,"11400",NA,150,"0","Paltan",23.7392102,90.4153,"54, Shantinagar,Shantinagar,Dhaka",1992,0,0,0,1
"supreme fashions wear ltd",731,"36000",NA,150,"0","Tejgaon",23.759815,90.3913172,"72, East Testory Bazar,Tejgaon,Dhaka",1989,0,0,1,1
"suravee garments ltd",250,"75000",NA,225,"0","Mirpur",23.7942336,90.3531953,"2-C, Darussalam Road,Mirpur,Dhaka",1985,0,0,1,1
"surma apparels ltd",1801,"x",NA,185.238576627578,"0","Mirpur",23.7967081,90.3543527,"Misco Super Market,4, Darussalam Road, Section -1,Mirpur,Dhaka",1994,1,0,0,1
"surma garments ltd",2738,"22500",NA,220,"1","Savar",23.8480507,90.2609341,"Aicha, Noadda,Rajashan Road,Savar,Dhaka",1998,0,0,0,1
"swadesh garments ltd",373,"24000",NA,95,"0","Double Mooring",22.3185356,91.8080678,"Pramila House,960 Biswamber Nag Lane,Gosaildanga,Chittagong",1985,0,0,1,1
"swadeshi pannya ltd",357,"150000",NA,215,"0","Pahartali",22.3657883,91.7782267,"40/26, Sagariea Road,BSIC Industrial Area,Pahartali,Chittagong",1985,0,0,1,1
"swagatam garments ltd",401,"36000",NA,207,"0","Panchlaish",22.3691313,91.8331585,"98, Muradpur (4th Floor),Chittagong",1985,0,0,1,1
"swan garments pvt ltd",587,"130000",NA,413,"0","Dakshinkhan",23.8599092,90.4093329,"258, Mollartek,Uttara,Dhaka",1986,0,0,1,1
"sweater fashions ltd",1807,"72000",NA,400,"1","Gazipur Sadar",23.9999405,90.4202724,"Harinchala,Konabari,Joydevpur,Gazipur",1994,0,0,0,1
"sydney fashions ltd",1685,"84000",NA,644,"1","Gazipur Sadar",23.9999405,90.4202724,"Morium Complex Chowdhury Bari,Vigra,Gazipur",1993,0,0,0,1
"syeed trading",853,"30000",NA,70,"0","Kotwali",22.3381216,91.826773,"564, Battali Road,Enayet Bazar,Chittagong",1991,0,0,1,1
"symphony apparels ltd",2846,"300000",NA,150,"1","Double Mooring",22.3257845,91.8305769,"28/25, Strand Road,Majirghat,Chittagong",1998,0,0,0,1
"th fashions ",1622,"35000",NA,105,"0.5","Kalabagan",23.7481669,90.3898339,"45 Free School street (1st floor),Hatirpul,Kawran Bazar,Dhaka",1997,0,0,0,1
"tkk fashions wear ltd",2705,"50000",NA,130,"0","Kotwali",22.3410726,91.8366719,"30, NAC Road,Anderkilla,Chittagong",1998,0,0,0,1
"taj apparels",2748,"42000","sh,jac,ts,ps",187,"1","Narayanganj Sadar",23.6237764,90.5000404,"60, B.B. Road,B.B. Road,Narayanganj",1998,0,0,0,1
"taj apparels ltd",1051,"25000",NA,130,"0","Dakshinkhan",23.8519373,90.4266584,"74/1, Nagariabari,Dhakhin Khan,Uttara,Dhaka",1992,0,0,0,1
"taj knitting inds ltd",2307,"15000",NA,185.238576627578,"1","Gazipur Sadar",23.9504063,90.380132,"Kunia,National University,Joydevpur,Gazipur",1996,1,0,0,1
"tajree apparels ltd",1678,"48000",NA,65,"0","Mohammadpur",23.7630518,90.3609086,"25/26 Tajmahal Road,Block -C,Mohammadpur,Dhaka",1993,0,0,0,1
"tania knit ltd",1313,"60000",NA,150,"0","Kafrul",23.8020033,90.372988,"16, Senpara Parbata,Mirpur,Dhaka",1992,0,0,0,1
"tanni knitwear ltd",899,"35000",NA,135,"1","Kotwali",22.3432255,91.8338735,"4, Momin Road,CDA C/A,Chittagong",1991,0,0,1,1
"target apparels ltd",1126,"34000",NA,95,"1","Double Mooring",22.3244537,91.8117232,"687, Agrabad, C.D.A R/A,Road No # 20,South Agrabad,Chittagong",1992,0,0,0,1
"taurus knitwears pvt ltd",1842,"35000",NA,300,"1","Savar",23.9609142,90.2703489,"350, Sreepur,Ashulia,Savar,Dhaka",1994,0,0,0,1
"taurus styles ltd",1342,"60000",NA,134,"0","Kafrul",23.8007498,90.3789552,"Plot # M-1/3 (7th to 8th Floor),Section # 14,Mirpur,Dhaka",1992,0,0,0,1
"techno fashions ",2769,"108000",NA,207,"0","Rampura",23.7507636,90.4140983,"1028, Shahor Khilgaon (1st Floor),Malibagh Bazar Road,Khilgaon,Dhaka",1998,0,0,0,1
"teddy toy industries ltd",1893,"16667",NA,115,"1","Gazipur Sadar",24.0087344,90.324357,"A-97-98 BSCIC Industrial Estate,Konabari,Gazipur",1994,0,0,0,1
"teesta high fashions ltd",2411,"x",NA,450,"1","Savar",23.9473238,90.2817309,"Plot # 7-10 & 13-16 Extaintion Area,DEPZ,Savar,Dhaka",1996,0,0,0,1
"texas apparels ltd",1518,"120000",NA,68,"1","Ramna",23.7548,90.4154474,"B/24/1, Malibagh Chowdhury Para,DIT Road,Malibagh,Dhaka",1993,0,0,0,1
"texas dresses ltd",2950,"x",NA,160,"1","Rampura",23.7524989,90.4159591,"B-98, Malibagh Chowdhury Para,Malibagh,Dhaka",1999,0,0,0,1
"texas fashions ",1740,"80000",NA,55,"1","Rampura",23.7527964,90.415013,"B/24/A Malibagh Chowdhury Para,DIT Road,Malibagh,Dhaka",1994,0,0,0,1
"tex- fashions ltd",3079,NA,NA,185.238576627578,"1","Narayanganj Sadar",23.6204692,90.4803197,"BSCIC, Shashangaon,Enayetnagar,Fatullah,Narayanganj",2000,1,0,0,1
"tex-knit garments ltd",2341,"1200000",NA,117,"1","Narayanganj Sadar",23.6464625,90.5086908,"Shashongaon,Enayatnagar,Fatullah,Narayanganj",1996,0,0,0,1
"textile n design ltd",3076,"100000","ki,tr",110,"1","Gulshan",23.7757651,90.3989444,"70/71, Shahid Tajuddin Ahmed Sarani,Mohakhali,Dhaka",2000,0,0,0,1
"thai bangla imperial ltd",2584,"x",NA,135,"0.5","Savar",23.798635,90.2680347,"225, Hemayetpur,Singair Road,Savar,Dhaka",1998,0,0,0,1
"the bay super textile mills ltd",1480,"50000",NA,43,"0","Paltan",23.7399746,90.4149297,"24/4, Chamelibag,Shantinagar,Dhaka",1993,0,0,0,1
"the capital garments inds pvt ltd",218,"60000",NA,110,"0","Narayanganj Sadar",23.6240067,90.4938792,"55/3, New Chashara,Jamtala,Narayanganj",1985,0,0,1,1
"the chic wear ltd",229,"30000",NA,120,"0","Gazipur Sadar",23.9043775,90.4021558,"105-109, Fisons Road,Cherag ALi,Tongi,Gazipur",1985,0,0,1,1
"the chittagong garments ltd",1120,"30000",NA,150,"0","Panchlaish",22.3663627,91.8358483,"4/1 Sulak Bahar (3rd Floor),Abdul Hamid Road,Panchalaish,Chittagong",1992,0,0,0,1
"the civil engineers ltd",3041,"38000",NA,142,"0","Tejgaon Ind. Area",23.7712447,90.4018088,"401/B, Tejgaon I/A,Tejgaon,Dhaka",2000,0,0,0,1
"the dacca dying garments ltd",447,"60000",NA,250,"0","Ramna",23.7485655,90.4031597,"2, New Eskaton Road,Mogbazar,Dhaka",1985,0,0,1,1
"the faiyaz ltd",2363,"50000",NA,124,"0","Mirpur",23.7914147,90.3751602,"769, Shewrapra,Rokeya Sarani,Mirpur,Dhaka",1996,0,0,0,1
"the fashions island ltd",2534,"150000",NA,106,"0.5","Rampura",23.759108,90.421705,"285/1/A, East Rampura,Rampura,Dhaka",1997,0,0,0,1
"the finery ltd",774,"100000",NA,176,"0","Mirpur",23.7837533,90.3526622,"2/D, Darus Salam Road,Section # 1,Mirpur,Dhaka",1990,0,0,1,1
"the immaculate pvt ltd",484,"50000",NA,226,"0.5","Pallabi",23.8178895,90.3642437,"C-35, Section # 7,Mirpur,Dhaka",1985,0,0,1,1
"the immaculate apparels ltd",2559,"21000",NA,222,"0.5","Pallabi",23.8178895,90.3642437,"C/35, Section # 7,Mirpur,Dhaka",1997,0,0,0,1
"the immaculate exports ltd",2003,"60000",NA,131,"0.5","Shah Ali",23.7981182,90.3516697,"Muktijoddha Market (4th Floor),Plot # 9, (Bishil) Section # 1,Mirpur,Dhaka",1995,0,0,0,1
"the m garment inds pvt ltd",517,"60000",NA,80,"1","Kafrul",23.7946239,90.3843432,"Ansari Mansion,398 Ibrahimpur,Cantonment,Dhaka",1985,0,0,1,1
"the mask dress ltd",2790,"50000",NA,98,"0","Bakalia",22.3516461,91.863153,"Ehsan Tower, 227/B, Hafej Nagar,East Bakaua,Chittagong",1998,0,0,0,1
"the mohammadi ltd",1116,"80000",NA,200,"0","Badda",23.8177528,90.4184093,"76/Ka, Joar Shahara,Cantonment,Dhaka",1990,0,0,1,1
"the national apparels ltd",824,"116550",NA,195,"0","Rampura",23.7595421,90.4217801,"380/4, East Rampura,Rampura,Dhaka",1991,0,0,1,1
"the need apparels pvt ltd",385,"160000",NA,120,"0","Bakalia",22.3516461,91.863153,"154/C, Rajakhali Road,East Bakalia,Chittagong",1984,0,0,1,1
"the new rose garments pvt ltd",689,"50000",NA,120,"0","Mirpur",23.8066056,90.3606031,"Plot No-I/4, Road # 7, Section # 7,Mirpur,Dhaka",1987,0,0,1,1
"the overseas apparels and embroidery ltd",1811,"75000",NA,157,"0","Kafrul",23.7962983,90.3874858,"Khawaja Complex,CB-234/9, Kachukhet,Cantonment,Dhaka",1994,0,0,0,1
"the rose garments designer ltd",2987,"75000",NA,150,"0","Dakshinkhan",23.8594035,90.42941,"Dakhin Khan Bazar,Uttara,Dhaka",1999,0,0,0,1
"the rose garments intl pvt ltd",605,"75000",NA,150,"0","Ramna",23.7498473,90.4079996,"63/A, Bara Mogh Bazar,Mogbazar,Dhaka",1985,0,0,1,1
"the shanin corporation ltd",872,"75000",NA,250,"0","Lalbagh",23.7212433,90.3778858,"12/1, Hossain Uddin Khan 1st Lane,Lalbag, Nabanganj,Lalbagh,Dhaka",1991,0,0,1,1
"the shanin ltd",2247,"5000",NA,12,"0","Kafrul",23.7915521,90.3753428,"964, Shewrapara,Begum Rokeya Sarani,Mirpur,Dhaka",1996,0,0,0,1
"the silver garments bangladesh ltd",655,"78000",NA,240,"0","Savar",23.9368991,90.2903289,"Diakhali, Yarpur,Jamgora, Ashulia,Savar,Dhaka",1986,0,0,1,1
"the sinfa knitters ltd",1816,"36000",NA,160,"1","Savar",23.9130967,90.3188905,"Robin Super Market (2nd Floor),DEPZ Road, Zirabo Bus Stand, Ashulia,Savar,Dhaka",1994,0,0,0,1
"the yolk designs ltd",2462,"72000",NA,150,"0","Paltan",23.7309843,90.4111476,"64/A, Purana Paltan Lane,Paltan,Dhaka",1997,0,0,0,1
"the yolk garments ltd",267,"66000",NA,200,"0","Paltan",23.7309843,90.4111476,"64/A, Purana Paltan Lane,Paltan,Dhaka",1985,0,0,1,1
"tiffinys wear ltd",1317,"55000",NA,175,"0","Gazipur Sadar",24.036176,90.3118765,"Deowalia Bari,Konabari,Gazipur",1992,0,0,0,1
"tillottama fashions ltd",2826,"144000",NA,44,"1","Kaliakair",24.0558101,90.229185,"Hortokitola, Attabaho,Chandra,Kaliakoir,Gazipur",1998,0,0,0,1
"time garments ltd",1552,"65000",NA,156,"0","Khilgaon",23.7454929,90.4362097,"322/2, North Goran,Sepahibagh,Khilgaon,Dhaka",1993,0,0,0,1
"times apparel",790,"70000",NA,75,"1","Gazipur Sadar",24.0087344,90.324357,"Plot # A-72,BSCIC Industrial Estate,Konabari,Gazipur",1991,0,0,1,1
"tina knittings ltd",1948,"35000",NA,155,"0","Turag",23.8758547,90.3795438,"Chairman Market, Dhakhin Khan Bazar,Uttara,Dhaka",1994,0,0,0,1
"tinab fashions ltd",1476,"45000",NA,70,"0","Tejgaon Ind. Area",23.7749259,90.3980577,"G.P. KA-15/5, Rasulbagh,Mohakhali,Dhaka",1993,0,0,0,1
"tip top fashions ltd",1561,"36000",NA,92,"0","Pallabi",23.8103547,90.377036,"Civil Engineer Tower, Inds. Plot # 1,Block - E, Avenue # 1, Section # 1,Mirpur,Dhaka",1994,0,0,0,1
"titan apparels ltd",604,"60000",NA,150,"0.5","Khilkhet",23.8318836,90.4178201,"Kha-49, Joar Shahara,Nikunja-2,Airport Raod,Dhaka",1986,0,0,1,1
"titanic products ltd",3033,"60000",NA,140,"1","Mirpur",23.7998891,90.3597762,"House # 3, 4 & 6, Road # 3,Section # 7,Mirpur,Dhaka",1999,0,0,0,1
"titas sportswear industries ltd",2841,"150000",NA,1500,"0","Patenga",22.2929379,91.7766205,"YMA Building, Plot # 7-20,Sector # 3,CEPZ,Chittagong",1998,0,0,0,1
"tivoli apparels ltd",2389,"48000",NA,140,"0.5","Gulshan",23.777145,90.4160967,"430/1/A, Tejgaon I/A,Tejgaon,Dhaka",1996,0,0,0,1
"todays fashions ltd",2530,"x",NA,60,"0","Gazipur Sadar",23.9204587,90.3827962,"Vill: Khartoil, P.O: Sataish,Tongi,Gazipur",1997,0,0,0,1
"tokio mode ltd ",2394,"143000","ki",321,"0.5","Gazipur Sadar",23.9504063,90.380132,"98/173, Chaydana,National University,Gazipur",1991,0,0,1,1
"top stitch ltd",1416,"108000",NA,193,"0","Mirpur",23.797664,90.3523839,"Holding No # 26/1, Plot # 220,Mazar Road, Second Colony,Mirpur,Dhaka",1993,0,0,0,1
"topaz garments ltd",1442,"60000",NA,146,"0","Tejgaon Ind. Area",23.7698656,90.4028725,"240, Tejgaon I/A,Tejgaon,Dhaka",1993,0,0,0,1
"topman fashions wears ltd",2750,"20000",NA,125,"0","Pahartali",22.3558765,91.7885203,"724/2, D.T. Road,Mansurabad,Chittagong",1998,0,0,0,1
"tosy knit fabrics ltd",2460,"x",NA,84,"1","Gazipur Sadar",24.009641,90.3250333,"Sahara Super Market,BSCIC Road,Tongi,Gazipur",1997,0,0,0,1
"toyo composite knit garments ltd",2248,"250000",NA,190,"1","Motijheel",23.7291182,90.4250855,"Sardar Complex (2nd & 3rd Floor),1, South Kamalapur,Kamalapur,Dhaka",1995,0,0,0,1
"tracker fashions ltd",2597,"x",NA,40,"0","Motijheel",23.7477904,90.4187313,"458, Gulbagh,Malibagh,Dhaka",1998,0,0,0,1
"trade fashions industries ltd",1602,"30000",NA,195,"1","Darus Salam",23.7933511,90.3487551,"81, Mazar Road, 1st Colony,Mirpur,Dhaka",1993,0,0,0,1
"trade sweater factory ltd",1376,"36000",NA,402,"1","Mohammadpur",23.7572699,90.3692279,"Satmosjid Super Market (4th Floor),Holding No-GA, Block # D,Mohammadpur,Dhaka",1993,0,0,0,1
"tradecom garments ltd",333,"30000",NA,250,"0.5","Double Mooring",22.3478952,91.7973436,"271, Kadamtali, D.T. Road,Double Mooring,Chittagong",1985,0,0,1,1
"tradefare gloves ltd",2986,"x","ki,ts,Hand Gloves",150,"1","Gazipur Sadar",23.953676,90.3779667,"Choydana,K.B. Bazar,Board Bazar,Gazipur",1999,0,0,0,1
"tradescan apparels ltd",2913,"36000",NA,99,"0","Double Mooring",22.340727,91.8076616,"1248, D.T. Road,Double Mooring,Chittagong",1999,0,0,0,1
"tradescan fashions wear ltd ",2374,"36000",NA,99,"0","Double Mooring",22.339003,91.8102843,"1363/A, Askarabad,Chittagong",1996,0,0,0,1
"tradescan ltdgarments div",1546,"36000",NA,99,"0","Double Mooring",22.340727,91.8076616,"1248, D.T Road,Dhanialapara,Chittagong",1993,0,0,0,1
"trasco apparels ltd",2055,"200000",NA,70,"0","Narayanganj Sadar",23.6223081,90.4998605,"47/8, B.B. Road Azahar Super Market,Narayanganj",1995,0,0,0,1
"tricotex pvt ltd",3102,"x",NA,50,"1","Kafrul",23.802142,90.3738497,"92/1, Senpara Parbata,Section # 10,Mirpur,Dhaka",2000,0,0,0,1
"tripos engineering and trading co gd",1529,"15000",NA,75,"0","Savar",23.7932126,90.2713349,"Trading Co. (G.D),A 23, Ban Pakar,,Savar,Dhaka",1993,0,0,0,1
"tristar fashions ",1850,"60833",NA,100,"0","Turag",23.8364109,90.3733461,"Simanta Plaza, Plot # 26,Block # D, Main Road # 3,Mirpur,Dhaka",1994,0,0,0,1
"tropica garments ltd",210,"90000",NA,329,"0","Gulshan",23.7793652,90.404516,"63, Mohakhali C/A,Mohakhali,Dhaka",1985,0,0,1,1
"trz garments industry ltd",2982,"60000",NA,238,"0","Gazipur Sadar",23.9352994,90.3675436,"Gacha Road,Gacha,Gazipur Sadar,Gazipur",1999,0,0,0,1
"tsims company bangladesh ltd",2793,"70000",NA,147,"0","Patenga",22.2929379,91.7766205,"Road # 4, South Halishahar,CEPZ,Chittagong",1998,0,0,0,1
"tulagaon fashions ltd",1924,"x","sh",30,"0","Gazipur Sadar",23.9960813,90.3218558,"Jarun,Konabari,Gazipur",1994,0,0,0,1
"tulip fashions ltd",2958,"36000",NA,140,"0.5","Bayejid Bostami",22.3856068,91.8257147,"483/548, Murad Nagar,Hathazari Road,Punchlaish,Chittagong",1999,0,0,0,1
"tulip garments ltd",419,"90000",NA,164,"0","New Market",23.7386813,90.3845838,"52, New Elephent Road,Elephant Road,Dhaka",1984,0,0,1,1
"tung hai sweaters ltd",2464,"72000",NA,400,"1","Mirpur",23.7979084,90.353456,"30/2, Darussalam Road,Inds. Plot # 2C/1-B, Sec # 1,Mirpur,Dhaka",1997,0,0,0,1
"tunic apparels ltd",3208,"x","sh",204,"0","Pallabi",23.8239858,90.3609711,"Plot # 12 & 14, Road # 2,Section # 7,Mirpur,Dhaka",2000,0,0,0,1
"turbo knit wear ltd",1610,"25000",NA,36,"1","Mohammadpur",23.750889,90.3630486,"91, Sher-e-Bangla Road,Rayer Bazar,Dhanmondi,Dhaka",1993,0,0,0,1
